lemma,form,paradigm_slot,form_freq,lemma_freq,phonemic_form,Fold,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
kerrata,ei kerrattane,V;PASS;PRS;NEG;POT,0.0,5.603225806451612e-05,e i̯ k e rː ɑ tː ɑ n eˣ,3,V,PASS,PRS,NEG,POT,,,,,
kerrata,lienee kerrattu,V;PASS;PRS;PRF;POS;POT,0.0,5.603225806451612e-05,l i e̯ n eː k e rː ɑ tː uˣ,3,V,PASS,PRS,PRF,POS,POT,,,,
kerrata,ei liene kerrattu,V;PASS;PRS;PRF;NEG;POT,0.0,5.603225806451612e-05,e i̯ l i e̯ n eˣ k e rː ɑ tː uˣ,4,V,PASS,PRS,PRF,NEG,POT,,,,
kerrata,kerrata,V;NFIN;ACT+PASS,5.6e-05,5.603225806451612e-05,k e rː ɑ t ɑˣ,2,V,NFIN,ACT+PASS,,,,,,,
kerrata,kerratakseen,V;NFIN;1;ACT,0.0,5.603225806451612e-05,k e rː ɑ t ɑ k s eː n,1,V,NFIN,1,ACT,,,,,,
kerrata,kerratakseen,V;NFIN;1;PASS,0.0,5.603225806451612e-05,k e rː ɑ t ɑ k s eː n,1,V,NFIN,1,PASS,,,,,,
kerrata,kerratessa,V;NFIN;2;ACT;IN+ESS,1e-06,5.603225806451612e-05,k e rː ɑ t e sː ɑ,1,V,NFIN,2,ACT,IN+ESS,,,,,
kerrata,kerrattaessa,V;NFIN;2;PASS;IN+ESS,0.0,5.603225806451612e-05,k e rː ɑ tː ɑ e sː ɑ,3,V,NFIN,2,PASS,IN+ESS,,,,,
kerrata,kerraten,V;NFIN;2;ACT;INS,0.0,5.603225806451612e-05,k e rː ɑ t e n,0,V,NFIN,2,ACT,INS,,,,,
kerrata,kertaamassa,V;NFIN;3;ACT;IN+ESS,3e-06,5.603225806451612e-05,k e r t ɑː m ɑ sː ɑ,2,V,NFIN,3,ACT,IN+ESS,,,,,
kerrata,kertaamasta,V;NFIN;3;ACT;IN+ABL,0.0,5.603225806451612e-05,k e r t ɑː m ɑ s t ɑ,1,V,NFIN,3,ACT,IN+ABL,,,,,
kerrata,kertaamaan,V;NFIN;3;ACT;IN+ALL,1.5e-05,5.603225806451612e-05,k e r t ɑː m ɑː n,2,V,NFIN,3,ACT,IN+ALL,,,,,
kerrata,kertaamalla,V;NFIN;3;ACT;AT+ESS,1.2e-05,5.603225806451612e-05,k e r t ɑː m ɑ lː ɑ,0,V,NFIN,3,ACT,AT+ESS,,,,,
kerrata,kertaamatta,V;NFIN;3;ACT;PRIV,0.0,5.603225806451612e-05,k e r t ɑː m ɑ tː ɑ,1,V,NFIN,3,ACT,PRIV,,,,,
kerrata,kertaaman,V;NFIN;3;ACT;INS,1e-06,5.603225806451612e-05,k e r t ɑː m ɑ n,2,V,NFIN,3,ACT,INS,,,,,
kerrata,kerrattaman,V;NFIN;3;PASS;INS,0.0,5.603225806451612e-05,k e rː ɑ tː ɑ m ɑ n,4,V,NFIN,3,PASS,INS,,,,,
kerrata,kertaaminen,V;NFIN;4;ACT;NOM,1e-05,5.603225806451612e-05,k e r t ɑː m i n e n,3,V,NFIN,4,ACT,NOM,,,,,
kerrata,kertaaminen,V;NFIN;4;PASS;NOM,1e-05,5.603225806451612e-05,k e r t ɑː m i n e n,3,V,NFIN,4,PASS,NOM,,,,,
kerrata,kertaamista,V;NFIN;4;ACT;PRT,2e-06,5.603225806451612e-05,k e r t ɑː m i s t ɑ,4,V,NFIN,4,ACT,PRT,,,,,
kerrata,kertaamista,V;NFIN;4;PASS;PRT,2e-06,5.603225806451612e-05,k e r t ɑː m i s t ɑ,0,V,NFIN,4,PASS,PRT,,,,,
kerrata,kertaamaisillaan,V;NFIN;5;ACT,0.0,5.603225806451612e-05,k e r t ɑː m ɑ i̯ s i lː ɑː n,4,V,NFIN,5,ACT,,,,,,
kerrata,kertaamaisillaan,V;NFIN;5;PASS,0.0,5.603225806451612e-05,k e r t ɑː m ɑ i̯ s i lː ɑː n,3,V,NFIN,5,PASS,,,,,,
voida,voin,V;ACT;PRS;POS;IND;1;SG,0.000372,0.0009635612903225,ʋ o i̯ n,2,V,ACT,PRS,POS,IND,1,SG,,,
voida,en voi,V;ACT;PRS;NEG;IND;1;SG,0.0,0.0009635612903225,e n ʋ o i̯,0,V,ACT,PRS,NEG,IND,1,SG,,,
voida,olen voinut,V;ACT;PRS;PRF;POS;IND;1;SG,0.0,0.0009635612903225,o l e n ʋ o i̯ n u t,4,V,ACT,PRS,PRF,POS,IND,1,SG,,
voida,en ole voinut,V;ACT;PRS;PRF;NEG;IND;1;SG,0.0,0.0009635612903225,e n o l eˣ ʋ o i̯ n u t,1,V,ACT,PRS,PRF,NEG,IND,1,SG,,
voida,voit,V;ACT;PRS;POS;IND;2;SG,0.005246,0.0009635612903225,ʋ o i̯ t,3,V,ACT,PRS,POS,IND,2,SG,,,
voida,et voi,V;ACT;PRS;NEG;IND;2;SG,0.0,0.0009635612903225,e t ʋ o i̯,0,V,ACT,PRS,NEG,IND,2,SG,,,
voida,olet voinut,V;ACT;PRS;PRF;POS;IND;2;SG,0.0,0.0009635612903225,o l e t ʋ o i̯ n u t,3,V,ACT,PRS,PRF,POS,IND,2,SG,,
voida,et ole voinut,V;ACT;PRS;PRF;NEG;IND;2;SG,0.0,0.0009635612903225,e t o l eˣ ʋ o i̯ n u t,1,V,ACT,PRS,PRF,NEG,IND,2,SG,,
voida,voi,V;ACT;PRS;POS;IND;3;SG,0.031259,0.0009635612903225,ʋ o i̯,1,V,ACT,PRS,POS,IND,3,SG,,,
voida,ei voi,V;ACT;PRS;NEG;IND;3;SG,0.0,0.0009635612903225,e i̯ ʋ o i̯,0,V,ACT,PRS,NEG,IND,3,SG,,,
voida,on voinut,V;ACT;PRS;PRF;POS;IND;3;SG,0.0,0.0009635612903225,o n ʋ o i̯ n u t,3,V,ACT,PRS,PRF,POS,IND,3,SG,,
voida,ei ole voinut,V;ACT;PRS;PRF;NEG;IND;3;SG,0.0,0.0009635612903225,e i̯ o l eˣ ʋ o i̯ n u t,4,V,ACT,PRS,PRF,NEG,IND,3,SG,,
voida,voimme,V;ACT;PRS;POS;IND;1;PL,0.001014,0.0009635612903225,ʋ o i̯ mː e,0,V,ACT,PRS,POS,IND,1,PL,,,
voida,emme voi,V;ACT;PRS;NEG;IND;1;PL,0.0,0.0009635612903225,e mː eˣ ʋ o i̯,4,V,ACT,PRS,NEG,IND,1,PL,,,
voida,olemme voineet,V;ACT;PRS;PRF;POS;IND;1;PL,0.0,0.0009635612903225,o l e mː eˣ ʋ o i̯ n eː t,0,V,ACT,PRS,PRF,POS,IND,1,PL,,
voida,emme ole voineet,V;ACT;PRS;PRF;NEG;IND;1;PL,0.0,0.0009635612903225,e mː e o l eˣ ʋ o i̯ n eː t,2,V,ACT,PRS,PRF,NEG,IND,1,PL,,
voida,voitte,V;ACT;PRS;POS;IND;2;PL,0.000315,0.0009635612903225,ʋ o i̯ tː eˣ,3,V,ACT,PRS,POS,IND,2,PL,,,
voida,ette voi,V;ACT;PRS;NEG;IND;2;PL,0.0,0.0009635612903225,e tː e ʋ o i̯,1,V,ACT,PRS,NEG,IND,2,PL,,,
voida,olette voineet,V;ACT;PRS;PRF;POS;IND;2;PL,0.0,0.0009635612903225,o l e tː e ʋ o i̯ n eː t,4,V,ACT,PRS,PRF,POS,IND,2,PL,,
voida,ette ole voineet,V;ACT;PRS;PRF;NEG;IND;2;PL,0.0,0.0009635612903225,e tː e o l eˣ ʋ o i̯ n eː t,0,V,ACT,PRS,PRF,NEG,IND,2,PL,,
voida,voivat,V;ACT;PRS;POS;IND;3;PL,0.005812,0.0009635612903225,ʋ o i̯ ʋ ɑ t,0,V,ACT,PRS,POS,IND,3,PL,,,
voida,eivät voi,V;ACT;PRS;NEG;IND;3;PL,0.0,0.0009635612903225,e i̯ ʋ æ t ʋ o i̯,2,V,ACT,PRS,NEG,IND,3,PL,,,
voida,ovat voineet,V;ACT;PRS;PRF;POS;IND;3;PL,0.0,0.0009635612903225,o ʋ ɑ t ʋ o i̯ n eː t,1,V,ACT,PRS,PRF,POS,IND,3,PL,,
voida,eivät ole voineet,V;ACT;PRS;PRF;NEG;IND;3;PL,0.0,0.0009635612903225,e i̯ ʋ æ t o l eˣ ʋ o i̯ n eː t,3,V,ACT,PRS,PRF,NEG,IND,3,PL,,
voida,voidaan,V;PASS;PRS;POS;IND,0.018319,0.0009635612903225,ʋ o i̯ d ɑː n,3,V,PASS,PRS,POS,IND,,,,,
voida,ei voida,V;PASS;PRS;NEG;IND,0.0,0.0009635612903225,e i̯ ʋ o i̯ d ɑˣ,4,V,PASS,PRS,NEG,IND,,,,,
voida,on voitu,V;PASS;PRS;PRF;POS;IND,0.0,0.0009635612903225,o n ʋ o i̯ t uˣ,3,V,PASS,PRS,PRF,POS,IND,,,,
voida,ei ole voitu,V;PASS;PRS;PRF;NEG;IND,0.0,0.0009635612903225,e i̯ o l eˣ ʋ o i̯ t uˣ,2,V,PASS,PRS,PRF,NEG,IND,,,,
voida,voin,V;ACT;PST;POS;IND;1;SG,0.000372,0.0009635612903225,ʋ o i̯ n,0,V,ACT,PST,POS,IND,1,SG,,,
voida,en voinut,V;ACT;PST;NEG;IND;1;SG,0.0,0.0009635612903225,e n ʋ o i̯ n u t,0,V,ACT,PST,NEG,IND,1,SG,,,
voida,olin voinut,V;ACT;PST;PRF;POS;IND;1;SG,0.0,0.0009635612903225,o l i n ʋ o i̯ n u t,0,V,ACT,PST,PRF,POS,IND,1,SG,,
voida,en ollut voinut,V;ACT;PST;PRF;NEG;IND;1;SG,0.0,0.0009635612903225,e n o lː u t ʋ o i̯ n u t,3,V,ACT,PST,PRF,NEG,IND,1,SG,,
voida,voit,V;ACT;PST;POS;IND;2;SG,0.005246,0.0009635612903225,ʋ o i̯ t,1,V,ACT,PST,POS,IND,2,SG,,,
voida,et voinut,V;ACT;PST;NEG;IND;2;SG,0.0,0.0009635612903225,e t ʋ o i̯ n u t,2,V,ACT,PST,NEG,IND,2,SG,,,
voida,olit voinut,V;ACT;PST;PRF;POS;IND;2;SG,0.0,0.0009635612903225,o l i t ʋ o i̯ n u t,1,V,ACT,PST,PRF,POS,IND,2,SG,,
voida,et ollut voinut,V;ACT;PST;PRF;NEG;IND;2;SG,0.0,0.0009635612903225,e t o lː u t ʋ o i̯ n u t,1,V,ACT,PST,PRF,NEG,IND,2,SG,,
voida,voi,V;ACT;PST;POS;IND;3;SG,0.031259,0.0009635612903225,ʋ o i̯,3,V,ACT,PST,POS,IND,3,SG,,,
voida,ei voinut,V;ACT;PST;NEG;IND;3;SG,0.0,0.0009635612903225,e i̯ ʋ o i̯ n u t,3,V,ACT,PST,NEG,IND,3,SG,,,
voida,oli voinut,V;ACT;PST;PRF;POS;IND;3;SG,0.0,0.0009635612903225,o l i ʋ o i̯ n u t,0,V,ACT,PST,PRF,POS,IND,3,SG,,
voida,ei ollut voinut,V;ACT;PST;PRF;NEG;IND;3;SG,0.0,0.0009635612903225,e i̯ o lː u t ʋ o i̯ n u t,2,V,ACT,PST,PRF,NEG,IND,3,SG,,
voida,voimme,V;ACT;PST;POS;IND;1;PL,0.001014,0.0009635612903225,ʋ o i̯ mː e,0,V,ACT,PST,POS,IND,1,PL,,,
voida,emme voineet,V;ACT;PST;NEG;IND;1;PL,0.0,0.0009635612903225,e mː eˣ ʋ o i̯ n eː t,4,V,ACT,PST,NEG,IND,1,PL,,,
voida,olimme voineet,V;ACT;PST;PRF;POS;IND;1;PL,0.0,0.0009635612903225,o l i mː eˣ ʋ o i̯ n eː t,1,V,ACT,PST,PRF,POS,IND,1,PL,,
voida,emme olleet voineet,V;ACT;PST;PRF;NEG;IND;1;PL,0.0,0.0009635612903225,e mː e o lː eː t ʋ o i̯ n eː t,3,V,ACT,PST,PRF,NEG,IND,1,PL,,
voida,voitte,V;ACT;PST;POS;IND;2;PL,0.000315,0.0009635612903225,ʋ o i̯ tː eˣ,2,V,ACT,PST,POS,IND,2,PL,,,
voida,ette voineet,V;ACT;PST;NEG;IND;2;PL,0.0,0.0009635612903225,e tː e ʋ o i̯ n eː t,4,V,ACT,PST,NEG,IND,2,PL,,,
voida,olitte voineet,V;ACT;PST;PRF;POS;IND;2;PL,0.0,0.0009635612903225,o l i tː eˣ ʋ o i̯ n eː t,2,V,ACT,PST,PRF,POS,IND,2,PL,,
voida,ette olleet voineet,V;ACT;PST;PRF;NEG;IND;2;PL,0.0,0.0009635612903225,e tː e o lː eː t ʋ o i̯ n eː t,0,V,ACT,PST,PRF,NEG,IND,2,PL,,
voida,voivat,V;ACT;PST;POS;IND;3;PL,0.005812,0.0009635612903225,ʋ o i̯ ʋ ɑ t,1,V,ACT,PST,POS,IND,3,PL,,,
voida,eivät voineet,V;ACT;PST;NEG;IND;3;PL,0.0,0.0009635612903225,e i̯ ʋ æ t ʋ o i̯ n eː t,4,V,ACT,PST,NEG,IND,3,PL,,,
voida,olivat voineet,V;ACT;PST;PRF;POS;IND;3;PL,0.0,0.0009635612903225,o l i ʋ ɑ t ʋ o i̯ n eː t,4,V,ACT,PST,PRF,POS,IND,3,PL,,
voida,eivät olleet voineet,V;ACT;PST;PRF;NEG;IND;3;PL,0.0,0.0009635612903225,e i̯ ʋ æ t o lː eː t ʋ o i̯ n eː t,3,V,ACT,PST,PRF,NEG,IND,3,PL,,
voida,voitiin,V;PASS;PST;POS;IND,0.000414,0.0009635612903225,ʋ o i̯ t iː n,3,V,PASS,PST,POS,IND,,,,,
voida,ei voitu,V;PASS;PST;NEG;IND,0.0,0.0009635612903225,e i̯ ʋ o i̯ t uˣ,4,V,PASS,PST,NEG,IND,,,,,
voida,oli voitu,V;PASS;PST;PRF;POS;IND,0.0,0.0009635612903225,o l i ʋ o i̯ t uˣ,1,V,PASS,PST,PRF,POS,IND,,,,
voida,ei ollut voitu,V;PASS;PST;PRF;NEG;IND,0.0,0.0009635612903225,e i̯ o lː u t ʋ o i̯ t uˣ,0,V,PASS,PST,PRF,NEG,IND,,,,
voida,voisin,V;ACT;PRS;POS;COND;1;SG,0.000131,0.0009635612903225,ʋ o i̯ s i n,3,V,ACT,PRS,POS,COND,1,SG,,,
voida,en voisi,V;ACT;PRS;NEG;COND;1;SG,0.0,0.0009635612903225,e n ʋ o i̯ s i,4,V,ACT,PRS,NEG,COND,1,SG,,,
voida,olisin voinut,V;ACT;PRS;PRF;POS;COND;1;SG,0.0,0.0009635612903225,o l i s i n ʋ o i̯ n u t,2,V,ACT,PRS,PRF,POS,COND,1,SG,,
voida,en olisi voinut,V;ACT;PRS;PRF;NEG;COND;1;SG,0.0,0.0009635612903225,e n o l i s i ʋ o i̯ n u t,4,V,ACT,PRS,PRF,NEG,COND,1,SG,,
voida,voisit,V;ACT;PRS;POS;COND;2;SG,6.2e-05,0.0009635612903225,ʋ o i̯ s i t,3,V,ACT,PRS,POS,COND,2,SG,,,
voida,et voisi,V;ACT;PRS;NEG;COND;2;SG,0.0,0.0009635612903225,e t ʋ o i̯ s i,0,V,ACT,PRS,NEG,COND,2,SG,,,
voida,olisit voinut,V;ACT;PRS;PRF;POS;COND;2;SG,0.0,0.0009635612903225,o l i s i t ʋ o i̯ n u t,0,V,ACT,PRS,PRF,POS,COND,2,SG,,
voida,et olisi voinut,V;ACT;PRS;PRF;NEG;COND;2;SG,0.0,0.0009635612903225,e t o l i s i ʋ o i̯ n u t,2,V,ACT,PRS,PRF,NEG,COND,2,SG,,
voida,voisi,V;ACT;PRS;POS;COND;3;SG,0.003103,0.0009635612903225,ʋ o i̯ s i,2,V,ACT,PRS,POS,COND,3,SG,,,
voida,ei voisi,V;ACT;PRS;NEG;COND;3;SG,0.0,0.0009635612903225,e i̯ ʋ o i̯ s i,3,V,ACT,PRS,NEG,COND,3,SG,,,
voida,olisi voinut,V;ACT;PRS;PRF;POS;COND;3;SG,0.0,0.0009635612903225,o l i s i ʋ o i̯ n u t,1,V,ACT,PRS,PRF,POS,COND,3,SG,,
voida,ei olisi voinut,V;ACT;PRS;PRF;NEG;COND;3;SG,0.0,0.0009635612903225,e i̯ o l i s i ʋ o i̯ n u t,1,V,ACT,PRS,PRF,NEG,COND,3,SG,,
voida,voisimme,V;ACT;PRS;POS;COND;1;PL,0.00016,0.0009635612903225,ʋ o i̯ s i mː e,3,V,ACT,PRS,POS,COND,1,PL,,,
voida,emme voisi,V;ACT;PRS;NEG;COND;1;PL,0.0,0.0009635612903225,e mː eˣ ʋ o i̯ s i,0,V,ACT,PRS,NEG,COND,1,PL,,,
voida,olisimme voineet,V;ACT;PRS;PRF;POS;COND;1;PL,0.0,0.0009635612903225,o l i s i mː eˣ ʋ o i̯ n eː t,0,V,ACT,PRS,PRF,POS,COND,1,PL,,
voida,emme olisi voineet,V;ACT;PRS;PRF;NEG;COND;1;PL,0.0,0.0009635612903225,e mː e o l i s i ʋ o i̯ n eː t,4,V,ACT,PRS,PRF,NEG,COND,1,PL,,
voida,voisitte,V;ACT;PRS;POS;COND;2;PL,1.7e-05,0.0009635612903225,ʋ o i̯ s i tː eˣ,1,V,ACT,PRS,POS,COND,2,PL,,,
voida,ette voisi,V;ACT;PRS;NEG;COND;2;PL,0.0,0.0009635612903225,e tː e ʋ o i̯ s i,2,V,ACT,PRS,NEG,COND,2,PL,,,
voida,olisitte voineet,V;ACT;PRS;PRF;POS;COND;2;PL,0.0,0.0009635612903225,o l i s i tː eˣ ʋ o i̯ n eː t,4,V,ACT,PRS,PRF,POS,COND,2,PL,,
voida,ette olisi voineet,V;ACT;PRS;PRF;NEG;COND;2;PL,0.0,0.0009635612903225,e tː e o l i s i ʋ o i̯ n eː t,0,V,ACT,PRS,PRF,NEG,COND,2,PL,,
voida,voisivat,V;ACT;PRS;POS;COND;3;PL,0.000659,0.0009635612903225,ʋ o i̯ s i ʋ ɑ t,4,V,ACT,PRS,POS,COND,3,PL,,,
voida,eivät voisi,V;ACT;PRS;NEG;COND;3;PL,0.0,0.0009635612903225,e i̯ ʋ æ t ʋ o i̯ s i,0,V,ACT,PRS,NEG,COND,3,PL,,,
voida,olisivat voineet,V;ACT;PRS;PRF;POS;COND;3;PL,0.0,0.0009635612903225,o l i s i ʋ ɑ t ʋ o i̯ n eː t,0,V,ACT,PRS,PRF,POS,COND,3,PL,,
voida,eivät olisi voineet,V;ACT;PRS;PRF;NEG;COND;3;PL,0.0,0.0009635612903225,e i̯ ʋ æ t o l i s i ʋ o i̯ n eː t,4,V,ACT,PRS,PRF,NEG,COND,3,PL,,
voida,voitaisiin,V;PASS;PRS;POS;COND,0.001394,0.0009635612903225,ʋ o i̯ t ɑ i̯ s iː n,0,V,PASS,PRS,POS,COND,,,,,
voida,ei voitaisi,V;PASS;PRS;NEG;COND,0.0,0.0009635612903225,e i̯ ʋ o i̯ t ɑ i̯ s i,3,V,PASS,PRS,NEG,COND,,,,,
voida,olisi voitu,V;PASS;PRS;PRF;POS;COND,0.0,0.0009635612903225,o l i s i ʋ o i̯ t uˣ,1,V,PASS,PRS,PRF,POS,COND,,,,
voida,ei olisi voitu,V;PASS;PRS;PRF;NEG;COND,0.0,0.0009635612903225,e i̯ o l i s i ʋ o i̯ t uˣ,3,V,PASS,PRS,PRF,NEG,COND,,,,
voida,voi,V;ACT;PRS;POS;IMP;2;SG,0.031259,0.0009635612903225,ʋ o i̯,4,V,ACT,PRS,POS,IMP,2,SG,,,
voida,älä voi,V;ACT;PRS;NEG;IMP;2;SG,0.0,0.0009635612903225,æ l æ ʋ o i̯,1,V,ACT,PRS,NEG,IMP,2,SG,,,
voida,ole voinut,V;ACT;PRS;PRF;POS;IMP;2;SG,0.0,0.0009635612903225,o l eˣ ʋ o i̯ n u t,0,V,ACT,PRS,PRF,POS,IMP,2,SG,,
voida,älä ole voinut,V;ACT;PRS;PRF;NEG;IMP;2;SG,0.0,0.0009635612903225,æ l æ o l eˣ ʋ o i̯ n u t,1,V,ACT,PRS,PRF,NEG,IMP,2,SG,,
voida,voikoon,V;ACT;PRS;POS;IMP;3;SG,0.0,0.0009635612903225,ʋ o i̯ k oː n,0,V,ACT,PRS,POS,IMP,3,SG,,,
voida,älköön voiko,V;ACT;PRS;NEG;IMP;3;SG,0.0,0.0009635612903225,æ l k øː n ʋ o i̯ k o,1,V,ACT,PRS,NEG,IMP,3,SG,,,
voida,olkoon voinut,V;ACT;PRS;PRF;POS;IMP;3;SG,0.0,0.0009635612903225,o l k oː n ʋ o i̯ n u t,0,V,ACT,PRS,PRF,POS,IMP,3,SG,,
voida,älköön olko voinut,V;ACT;PRS;PRF;NEG;IMP;3;SG,0.0,0.0009635612903225,æ l k øː n o l k o ʋ o i̯ n u t,4,V,ACT,PRS,PRF,NEG,IMP,3,SG,,
voida,voikaamme,V;ACT;PRS;POS;IMP;1;PL,0.0,0.0009635612903225,ʋ o i̯ k ɑː mː e,2,V,ACT,PRS,POS,IMP,1,PL,,,
voida,älkäämme voiko,V;ACT;PRS;NEG;IMP;1;PL,0.0,0.0009635612903225,æ l k æː mː eˣ ʋ o i̯ k o,2,V,ACT,PRS,NEG,IMP,1,PL,,,
voida,olkaamme voineet,V;ACT;PRS;PRF;POS;IMP;1;PL,0.0,0.0009635612903225,o l k ɑː mː eˣ ʋ o i̯ n eː t,2,V,ACT,PRS,PRF,POS,IMP,1,PL,,
voida,älkäämme olko voineet,V;ACT;PRS;PRF;NEG;IMP;1;PL,0.0,0.0009635612903225,æ l k æː mː eˣ o l k o ʋ o i̯ n eː t,0,V,ACT,PRS,PRF,NEG,IMP,1,PL,,
voida,voikaa,V;ACT;PRS;POS;IMP;2;PL,0.0,0.0009635612903225,ʋ o i̯ k ɑː,1,V,ACT,PRS,POS,IMP,2,PL,,,
voida,älkää voiko,V;ACT;PRS;NEG;IMP;2;PL,0.0,0.0009635612903225,æ l k æː ʋ o i̯ k o,2,V,ACT,PRS,NEG,IMP,2,PL,,,
voida,olkaa voineet,V;ACT;PRS;PRF;POS;IMP;2;PL,0.0,0.0009635612903225,o l k ɑː ʋ o i̯ n eː t,4,V,ACT,PRS,PRF,POS,IMP,2,PL,,
voida,älkää olko voineet,V;ACT;PRS;PRF;NEG;IMP;2;PL,0.0,0.0009635612903225,æ l k æː o l k o ʋ o i̯ n eː t,2,V,ACT,PRS,PRF,NEG,IMP,2,PL,,
voida,voikoot,V;ACT;PRS;POS;IMP;3;PL,0.0,0.0009635612903225,ʋ o i̯ k oː t,1,V,ACT,PRS,POS,IMP,3,PL,,,
voida,älkööt voiko,V;ACT;PRS;NEG;IMP;3;PL,0.0,0.0009635612903225,æ l k øː t ʋ o i̯ k o,1,V,ACT,PRS,NEG,IMP,3,PL,,,
voida,olkoot voineet,V;ACT;PRS;PRF;POS;IMP;3;PL,0.0,0.0009635612903225,o l k oː t ʋ o i̯ n eː t,2,V,ACT,PRS,PRF,POS,IMP,3,PL,,
voida,älkööt olko voineet,V;ACT;PRS;PRF;NEG;IMP;3;PL,0.0,0.0009635612903225,æ l k øː t o l k o ʋ o i̯ n eː t,3,V,ACT,PRS,PRF,NEG,IMP,3,PL,,
voida,voitakoon,V;PASS;PRS;POS;IMP,0.0,0.0009635612903225,ʋ o i̯ t ɑ k oː n,0,V,PASS,PRS,POS,IMP,,,,,
voida,älköön voitako,V;PASS;PRS;NEG;IMP,0.0,0.0009635612903225,æ l k øː n ʋ o i̯ t ɑ k o,4,V,PASS,PRS,NEG,IMP,,,,,
voida,olkoon voitu,V;PASS;PRS;PRF;POS;IMP,0.0,0.0009635612903225,o l k oː n ʋ o i̯ t uˣ,3,V,PASS,PRS,PRF,POS,IMP,,,,
voida,älköön olko voitu,V;PASS;PRS;PRF;NEG;IMP,0.0,0.0009635612903225,æ l k øː n o l k o ʋ o i̯ t uˣ,0,V,PASS,PRS,PRF,NEG,IMP,,,,
voida,voinen,V;ACT;PRS;POS;POT;1;SG,4e-06,0.0009635612903225,ʋ o i̯ n e n,1,V,ACT,PRS,POS,POT,1,SG,,,
voida,en voine,V;ACT;PRS;NEG;POT;1;SG,0.0,0.0009635612903225,e n ʋ o i̯ n eˣ,4,V,ACT,PRS,NEG,POT,1,SG,,,
voida,lienen voinut,V;ACT;PRS;PRF;POS;POT;1;SG,0.0,0.0009635612903225,l i e̯ n e n ʋ o i̯ n u t,3,V,ACT,PRS,PRF,POS,POT,1,SG,,
voida,en liene voinut,V;ACT;PRS;PRF;NEG;POT;1;SG,0.0,0.0009635612903225,e n l i e̯ n eˣ ʋ o i̯ n u t,2,V,ACT,PRS,PRF,NEG,POT,1,SG,,
voida,voinet,V;ACT;PRS;POS;POT;2;SG,1e-06,0.0009635612903225,ʋ o i̯ n e t,1,V,ACT,PRS,POS,POT,2,SG,,,
voida,et voine,V;ACT;PRS;NEG;POT;2;SG,0.0,0.0009635612903225,e t ʋ o i̯ n eˣ,2,V,ACT,PRS,NEG,POT,2,SG,,,
voida,lienet voinut,V;ACT;PRS;PRF;POS;POT;2;SG,0.0,0.0009635612903225,l i e̯ n e t ʋ o i̯ n u t,3,V,ACT,PRS,PRF,POS,POT,2,SG,,
voida,et liene voinut,V;ACT;PRS;PRF;NEG;POT;2;SG,0.0,0.0009635612903225,e t l i e̯ n eˣ ʋ o i̯ n u t,4,V,ACT,PRS,PRF,NEG,POT,2,SG,,
voida,voinee,V;ACT;PRS;POS;POT;3;SG,3.5e-05,0.0009635612903225,ʋ o i̯ n eː,1,V,ACT,PRS,POS,POT,3,SG,,,
voida,ei voine,V;ACT;PRS;NEG;POT;3;SG,0.0,0.0009635612903225,e i̯ ʋ o i̯ n eˣ,0,V,ACT,PRS,NEG,POT,3,SG,,,
voida,lienee voinut,V;ACT;PRS;PRF;POS;POT;3;SG,0.0,0.0009635612903225,l i e̯ n eː ʋ o i̯ n u t,3,V,ACT,PRS,PRF,POS,POT,3,SG,,
voida,ei liene voinut,V;ACT;PRS;PRF;NEG;POT;3;SG,0.0,0.0009635612903225,e i̯ l i e̯ n eˣ ʋ o i̯ n u t,0,V,ACT,PRS,PRF,NEG,POT,3,SG,,
voida,voinemme,V;ACT;PRS;POS;POT;1;PL,4e-06,0.0009635612903225,ʋ o i̯ n e mː e,1,V,ACT,PRS,POS,POT,1,PL,,,
voida,emme voine,V;ACT;PRS;NEG;POT;1;PL,0.0,0.0009635612903225,e mː e ʋ o i̯ n eˣ,2,V,ACT,PRS,NEG,POT,1,PL,,,
voida,lienemme voineet,V;ACT;PRS;PRF;POS;POT;1;PL,0.0,0.0009635612903225,l i e̯ n e mː eˣ ʋ o i̯ n eː t,4,V,ACT,PRS,PRF,POS,POT,1,PL,,
voida,emme liene voineet,V;ACT;PRS;PRF;NEG;POT;1;PL,0.0,0.0009635612903225,e mː e l i e̯ n eˣ ʋ o i̯ n eː t,4,V,ACT,PRS,PRF,NEG,POT,1,PL,,
voida,voinette,V;ACT;PRS;POS;POT;2;PL,0.0,0.0009635612903225,ʋ o i̯ n e tː e,3,V,ACT,PRS,POS,POT,2,PL,,,
voida,ette voine,V;ACT;PRS;NEG;POT;2;PL,0.0,0.0009635612903225,e t e ʋ o i̯ n eˣ,1,V,ACT,PRS,NEG,POT,2,PL,,,
voida,lienette voineet,V;ACT;PRS;PRF;POS;POT;2;PL,0.0,0.0009635612903225,l i e̯ n e tː eˣ ʋ o i̯ n eː t,3,V,ACT,PRS,PRF,POS,POT,2,PL,,
voida,ette liene voineet,V;ACT;PRS;PRF;NEG;POT;2;PL,0.0,0.0009635612903225,e tː e l i e̯ n eˣ ʋ o i̯ n eː t,3,V,ACT,PRS,PRF,NEG,POT,2,PL,,
voida,voinevat,V;ACT;PRS;POS;POT;3;PL,4e-06,0.0009635612903225,ʋ o i̯ n e ʋ ɑ t,3,V,ACT,PRS,POS,POT,3,PL,,,
